sensor_1_sum,sensor_2_sum,sensor_3_sum,sensor_4_sum,sensor_5_sum,sensor_6_sum,sensor_7_sum,sensor_8_sum,sensor_9_sum,sensor_10_sum,sensor_1_mean,sensor_3_mean,sensor_4_mean,sensor_5_mean,sensor_6_mean,sensor_7_mean,sensor_9_mean,sensor_10_mean,sensor_1_std,sensor_3_std,sensor_4_std,sensor_5_std,sensor_6_std,sensor_7_std,sensor_9_std,sensor_10_std,sensor_1_min,sensor_3_min,sensor_4_min,sensor_5_min,sensor_6_min,sensor_7_min,sensor_9_min,sensor_10_min,sensor_1_max,sensor_3_max,sensor_4_max,sensor_5_max,sensor_6_max,sensor_7_max,sensor_9_max,sensor_10_max,sensor_8_mean,sensor_8_std,sensor_8_min,sensor_8_max,sensor_2_mean,sensor_2_std,sensor_2_min,sensor_2_max
0.0,-164742.0,-137337.0,-25142.0,0.0,623443.0,-99262.0,303584.0,20341.0,343513.0,,-2.288911851469142,-0.41902634956084067,,10.390543490941818,-1.6543390943484275,0.3390110164830586,5.7251212479792,,251.92798722098658,265.7887560588772,,489.4879866655629,330.50307973836937,296.5117281878553,509.4538010036622,,-1382.0,-1268.0,,-1982.0,-2070.0,-1690.0,-3142.0,,1371.0,2107.0,,2031.0,2539.0,2116.0,2527.0,5.059649005849902,403.39362822426534,-4039.0,3017.0,-2.745654239096015,854.4259537591047,-11341.0,8698.0
-277009.0,39890.0,-1631571.0,102476.0,-65290.0,1508497.0,552878.0,-1162858.0,-96586.0,-104130.0,-4.61673972100465,-27.192396793386777,1.7079048682521958,-1.143012202167329,25.141197646705887,9.21447975867069,-1.6097398376693721,-1.7354710754820752,1378.6968318098232,1085.1948822751563,696.1926248620746,349.7331618557693,1408.585369403014,724.0961708325304,617.5108603588556,1023.797062844951,-12866.0,-4799.0,-5672.0,-5985.0,-5669.0,-3039.0,-5891.0,-10255.0,17742.0,4434.0,5716.0,9568.0,5025.0,2960.0,5192.0,9565.0,-19.380643655939068,975.3443294163651,-3379.0,3104.0,0.6648222529624507,1999.7246131665243,-32767.0,32767.0
-461506.0,-136215.0,-2333140.0,56575.0,0.0,596853.0,-24124.0,-605132.0,12815.0,454920.0,-7.691638472692122,-38.885018583023616,0.9429009516508058,,9.947384210263163,-0.4020599656672389,0.21357977367043882,7.581873635439409,392.7926274489509,1524.9030353202966,362.128341024253,,691.2217997489656,493.0571371336421,377.69242155434716,777.8949185252654,-2146.0,-10624.0,-1775.0,,-2448.0,-2115.0,-2477.0,-4694.0,2167.0,8476.0,1873.0,,3254.0,1883.0,2712.0,4829.0,-10.085365243912602,630.4670218808596,-5313.0,8115.0,-2.2702121631306147,505.36819580793764,-6480.0,5702.0
-44976.0,-78029.0,32809.0,6949.0,22629.0,156552.0,150188.0,57881.0,-35346.0,-73400.0,-0.7495875068748854,0.5468075532074466,0.11581473642105965,0.3771437142714288,2.6091565140580992,2.5030916151397475,-0.5890901818303028,-1.2233129447842537,112.19752437496788,111.57179368691911,132.52266159688793,149.94835558812073,187.0534985563137,138.15539883747488,140.42086739622147,254.62259819943495,-694.0,-705.0,-1038.0,-1784.0,-776.0,-1148.0,-860.0,-1948.0,726.0,654.0,996.0,1461.0,709.0,938.0,1018.0,1680.0,0.964667255545741,159.9294965026038,-604.0,800.0,-1.3004616589723506,464.82865985359257,-4074.0,4562.0
-247493.0,72166.0,62325.0,-77574.0,-92226.0,-995459.0,-66410.0,-319769.0,-359977.0,-318294.0,-4.124814586423559,1.0387326877885368,-1.2928784520257997,-1.5370743820936317,-16.590706821552974,-1.1068148864185596,-5.999516674722088,-5.3048115864735585,352.71546432083096,307.7630475973692,333.53472053763164,195.64402375138872,566.2683837277474,427.0640501615535,285.4157012437001,712.7622974304605,-1635.0,-1233.0,-1643.0,-1145.0,-1993.0,-1988.0,-1642.0,-2633.0,1696.0,1195.0,1772.0,904.0,2576.0,2038.0,1190.0,3062.0,-5.329394510091499,610.1020345790107,-2106.0,2468.0,1.2027466208896518,455.79655089720603,-2755.0,2516.0
-126249.0,-277154.0,185348.0,213902.0,-9033.0,19416.0,64836.0,26986.0,-1345.0,-207137.0,-2.1041149314178096,3.089081848635856,3.5649739171013817,-0.15054749087515207,0.32359460675655405,1.0805819903001617,-0.02250104558762024,-3.4522257962367293,351.10045800297723,256.88771551196965,309.79017277691855,240.91777259418183,204.66828548845874,233.4071109808667,369.50379929881296,853.8381465213928,-1511.0,-1230.0,-1587.0,-1346.0,-949.0,-1534.0,-2215.0,-5148.0,1711.0,1374.0,1777.0,1450.0,1125.0,1444.0,2054.0,5121.0,0.44975917068048865,230.44297026954484,-2171.0,3353.0,-4.61915634739421,1151.4055773151185,-11133.0,10452.0
-13887.0,-43317.0,40617.0,-3493.0,34410.0,80798.0,61245.0,-116164.0,109633.0,395111.0,-0.2314461425642906,0.6769387176880385,-0.058215696405059913,0.5734904418259695,1.346610889818503,1.020732987783537,1.9390000176862807,6.585073582106965,418.92167308673623,342.7375486136125,320.244699973124,291.96241893418113,298.2920585749623,519.3696364858744,352.0602978945138,1077.5367477878415,-1981.0,-1251.0,-1790.0,-1849.0,-2007.0,-5287.0,-1672.0,-6515.0,1797.0,1337.0,1585.0,2430.0,2209.0,5414.0,1629.0,6062.0,-1.9360343994266762,381.7835029284709,-6962.0,6548.0,-0.7219379677005383,772.102377028818,-7179.0,7531.0
343950.0,1311743.0,114366.0,153315.0,0.0,-147287.0,52491.0,100999.0,-145847.0,869876.0,5.732404459925668,1.90606823219613,2.55520741320978,,-2.4547424209596507,0.8748354194096765,-2.4561223286909954,14.497691705138248,500.1388403814486,484.5806315877775,651.259926877324,,683.6076872660352,434.3574506097868,585.4500333171567,1016.5993775813747,-2006.0,-2270.0,-2658.0,,-2604.0,-1879.0,-2816.0,-4458.0,2393.0,1976.0,2877.0,,2581.0,1830.0,2788.0,3719.0,1.6832886118564692,475.0872513643062,-4085.0,3769.0,21.86201896635056,1662.9261130341652,-7277.0,7739.0
312214.0,-23688.0,-730251.0,3966.0,0.0,3592136.0,223517.0,-794789.0,225595.0,145646.0,5.203479942000967,-12.170647155880735,0.06609889835169414,,59.867935534407756,3.7252212463125614,3.759854002433293,2.4273928767853867,700.0059771258312,692.354007086738,666.5058351563995,,1646.4324974194012,1056.8819864008997,513.9891313172604,1109.0888493559107,-2343.0,-2687.0,-2298.0,,-6788.0,-4787.0,-2285.0,-4276.0,2293.0,2300.0,2448.0,,6414.0,4180.0,2420.0,4521.0,-13.246262562290628,1560.5920903470385,-10833.0,12813.0,-0.39479342010966484,999.7267806767129,-5454.0,6224.0
76829.0,107142.0,0.0,-105187.0,-15007.0,951188.0,-602267.0,173508.0,0.0,89049.0,1.2804619923001284,,-1.7530874485425243,-0.2501124981250312,15.85286911884802,-10.03761603973267,,1.4841252645789236,391.39702712177046,,337.97995184602667,138.49363340130722,1607.9514999792364,488.6205517594165,,596.3396204223635,-2080.0,,-1345.0,-961.0,-6270.0,-2309.0,,-3436.0,2502.0,,1506.0,1100.0,6481.0,1835.0,,3500.0,2.891751804136598,794.7130670660111,-3179.0,3728.0,1.7856702388293528,378.58163870159876,-4359.0,5002.0
350513.0,-291546.0,-204684.0,27131.0,8722.0,147645.0,347916.0,2071344.0,-152952.0,488847.0,5.841785970233829,-3.4113431442809286,0.45217579707004885,0.14536424392926783,2.4607089881835305,5.798503358277362,-2.5491575140414326,8.14731421142981,673.630856467079,529.2296414386961,642.8812996841958,267.97054378336264,1952.7826801755723,1051.6683402567687,529.4476830506156,1080.1296405439,-3163.0,-1944.0,-2609.0,-2782.0,-5963.0,-3146.0,-2493.0,-4871.0,2641.0,1906.0,2549.0,1858.0,6947.0,3862.0,2585.0,4306.0,34.52182463625606,1493.9073580249806,-4508.0,4726.0,-4.859019016349728,1043.522081386253,-8826.0,8153.0
29358.0,163464.0,19311.0,-27723.0,-63491.0,-24863.0,72924.0,333075.0,-3331.0,-522591.0,0.4892918451359144,0.3218446359227346,-0.4620422992950117,-1.0581656972383793,-0.414376427059549,1.2153797436709388,-0.060812414422638066,-8.709704838252696,308.6510289785216,242.19158999499535,286.599163170485,226.66155588607276,319.029051037647,541.1638070807454,295.14968877129365,757.1392524236529,-1203.0,-883.0,-1446.0,-1228.0,-1781.0,-3255.0,-1485.0,-4373.0,1337.0,1142.0,1145.0,1383.0,1729.0,2945.0,1148.0,3596.0,5.551157480708655,666.1718792126413,-10456.0,8421.0,2.7243545940900984,609.2579583682191,-4318.0,4551.0
-95177.0,159802.0,-162219.0,185747.0,17952.0,-64353.0,4535.0,-192576.0,-25707.0,-39058.0,-1.5862568957184047,-2.703604939917668,3.09573173780437,0.29919501341644306,-1.0725321244645922,0.07558207363210613,-0.42844285928567855,-0.6509558174030433,177.53697266707744,167.27346267465995,203.36701347223195,131.05353529830975,256.22707163569436,213.85725520524574,275.2711685780471,363.2604733743104,-741.0,-829.0,-926.0,-2196.0,-1142.0,-2824.0,-1971.0,-1771.0,819.0,940.0,1014.0,1994.0,1248.0,1931.0,2170.0,2540.0,-3.2095465075582075,318.3008853891697,-1847.0,1954.0,3.142986389741169,492.29941012808143,-5353.0,5212.0
-156933.0,259150.0,-171298.0,224235.0,-44893.0,-711738.0,-1568.0,-555341.0,366301.0,73040.0,-2.6155064082265294,-2.854919084681922,3.7371877135381077,-0.7482041965967234,-11.862102298295028,-0.026132897785036916,6.104914918084699,1.217313044782587,348.70329932797307,300.3069581298062,308.46950915536354,178.3750970973341,501.45146563142765,369.06801967983296,292.6779374602907,709.7931148517292,-2171.0,-1777.0,-1675.0,-1076.0,-1523.0,-1733.0,-1512.0,-4060.0,1981.0,1385.0,1515.0,1093.0,1514.0,2052.0,1804.0,4742.0,-9.255529074515424,494.0424609320578,-2006.0,1901.0,4.319094681755304,446.69068516169034,-6196.0,4655.0
60001.0,0.0,194847.0,16617.0,-52834.0,87341.0,-77585.0,-20274.0,104640.0,-482435.0,1.0,3.247395876735388,0.27694538424359594,-0.8805519908001533,1.455659072348794,-1.2930617823036283,1.7439709338177698,-8.04044932584457,546.740779681438,265.21205659043244,366.33376282197787,246.61592733493234,558.7548205650513,496.2584048121439,312.2050737064098,687.3739211766946,-4687.0,-1181.0,-1572.0,-1323.0,-3625.0,-4715.0,-1582.0,-2823.0,3985.0,1047.0,1355.0,1251.0,4161.0,4227.0,1418.0,3180.0,-0.3378943684271929,537.9018819687219,-5258.0,4040.0,,,,
-66283.0,0.0,-75199.0,85997.0,-12403.0,99406.0,12587.0,0.0,60430.0,-111254.0,-1.104698255029083,-1.2532957784036933,1.4332594456759054,-0.20671322144630921,1.656739054349094,0.20977983700271663,1.0071498808353194,-1.8542024299595006,214.8779295431696,187.70859163478016,265.5837456430473,153.03627473771888,500.6340623016237,400.0022906705492,260.4081609682737,503.1518039744211,-2623.0,-1770.0,-2096.0,-2020.0,-3826.0,-3422.0,-2865.0,-4650.0,2381.0,1662.0,2728.0,1774.0,4246.0,3867.0,2650.0,4770.0,,,,,,,,
-145899.0,0.0,-172298.0,51708.0,0.0,82782.0,-358011.0,-291678.0,-140516.0,43024.0,-2.431609473175447,-2.8715854735754403,0.8617856369060516,,1.3796770053832437,-5.96675055415743,-2.396125709803387,0.7170547157547374,440.5819913404215,413.98681379093216,539.010801480952,,851.8711561769786,538.9027476683117,508.6249454344238,853.354566045458,-1874.0,-1691.0,-2765.0,,-6158.0,-4012.0,-3056.0,-5188.0,1863.0,1804.0,2560.0,,5759.0,4512.0,2570.0,4230.0,-4.861218979683672,511.305932936607,-2662.0,2584.0,,,,
154690.0,47460.0,0.0,378440.0,-16657.0,721299.0,1004222.0,-1959806.0,-393912.0,-353758.0,2.5781236979383677,,6.3072282128631185,-0.2776120397993367,12.021449642505958,16.736754387426878,-6.565090581823636,-5.8958684021932966,544.3794903074687,,353.6349161342133,171.71394026191027,2248.808467483,540.5037912761813,381.8499416882399,603.2062883097536,-2452.0,,-2809.0,-3102.0,-8535.0,-2285.0,-2408.0,-4156.0,2234.0,,2002.0,2739.0,9561.0,1950.0,2082.0,5020.0,-32.6628889518508,855.6353975287881,-3059.0,3133.0,0.7909868168863853,575.1051040428127,-12421.0,13572.0
219174.0,90584.0,-150455.0,-300441.0,37749.0,-2727.0,-193514.0,-46707.0,24394.0,-254039.0,3.6528391193480108,-2.507541540974317,-5.007266545557574,0.6291395143414277,-0.04544924251262479,-3.2251795803403276,0.4209418301668651,-4.233912768120532,354.3097041816866,286.0466173789817,792.8171927461357,221.06946063822238,744.7920668331968,290.1338655000105,320.4726265884396,784.2464460660553,-1651.0,-1220.0,-21071.0,-1402.0,-7990.0,-3389.0,-1378.0,-3244.0,1931.0,1027.0,14878.0,1282.0,7725.0,2652.0,1572.0,3520.0,-0.7784370260495659,360.36163624295114,-3525.0,2952.0,1.5097081715304745,879.9771978352146,-11115.0,10500.0
32156.0,0.0,-90980.0,-104561.0,67883.0,-80242.0,149983.0,0.0,61976.0,133505.0,0.535924401259979,-1.516308061532308,-1.7426542890951817,1.1313644772587124,-1.3373443775937068,2.4996750054165764,1.0329161180646989,2.2250462492291794,221.07520925448853,203.91997009826193,284.4374818633226,188.35620716190863,249.75716882645744,190.32749250715474,245.33995108796373,508.91904114178607,-1731.0,-1728.0,-2730.0,-1961.0,-955.0,-1543.0,-2268.0,-5122.0,2015.0,1897.0,2074.0,1854.0,911.0,1328.0,2424.0,3876.0,,,,,,,,
56637.0,45435.0,-30067.0,-79759.0,-5340.0,41305.0,108987.0,27045.0,-96530.0,119578.0,0.943934267762204,-0.5011083148614189,-1.3292945117581374,-0.08899851669138847,0.6884051932467792,1.8164197263378943,-1.608806519891335,1.992933451109148,175.02390443378854,162.07922107086486,225.11005914881713,97.23892488332719,257.19202328297735,311.02594518955294,196.62328939313687,325.4617953770658,-753.0,-772.0,-1148.0,-855.0,-1456.0,-1840.0,-1279.0,-1669.0,862.0,666.0,1114.0,724.0,1205.0,1483.0,972.0,2125.0,0.45074248762520625,404.2100795516572,-4207.0,4294.0,0.7572373793770104,498.9201913786691,-3653.0,3867.0
-47827.0,-11063.0,-24184.0,37187.0,-105675.0,159342.0,-225197.0,-476384.0,260133.0,-625465.0,-0.7971033816103065,-0.40305994900084996,0.6197730037832703,-1.7612206463225613,2.6556557390710154,-3.7532207796536725,4.335477742037633,-10.424242929284512,409.1852184919149,440.6424678504141,397.9650837594782,211.59672224966843,603.2594870990871,638.3397669076148,394.8271204415195,788.3248648019021,-3857.0,-4663.0,-3041.0,-1879.0,-3070.0,-5933.0,-3202.0,-6143.0,4008.0,4913.0,3670.0,1852.0,2942.0,6181.0,2981.0,6279.0,-7.939601006649889,784.9075876720992,-4364.0,4547.0,-0.18438026032899452,556.7332938550436,-6129.0,7051.0
21231.0,-176526.0,-107381.0,111258.0,-60774.0,205778.0,134868.0,59683.0,-82817.0,377610.0,0.35384410259829,-1.7896535057749037,1.8542690955150747,-1.0128831186146898,3.429576173730438,2.2477625372910452,-1.406276001426364,6.293395110081499,257.4240370975439,238.81990335176894,264.3273124281387,188.93410646048662,337.5486727538742,263.4770496887765,280.18036283459475,523.7329780061668,-1405.0,-1089.0,-1162.0,-1489.0,-1500.0,-1394.0,-1399.0,-3398.0,1263.0,1118.0,1241.0,1581.0,1239.0,1343.0,1452.0,3355.0,0.9947000883318612,346.9663330525174,-1315.0,1505.0,-2.9420509658172365,523.9142990590352,-4977.0,4761.0
-2328.0,0.0,237909.0,-3623.0,27027.0,121660.0,-27084.0,0.0,-170776.0,133906.0,-0.03879935334411093,3.965083915268079,-0.060382326961217314,0.4504424926251229,2.027632872785454,-0.45139247679205347,-2.8462192296795052,2.2317294711754805,219.83508400901744,184.4581506218869,193.89606194362784,103.38105974909458,383.0850185051333,233.75427341855374,220.5114102892347,420.2802492788479,-1263.0,-1101.0,-1177.0,-563.0,-1687.0,-2689.0,-1211.0,-2572.0,1321.0,930.0,1287.0,591.0,1865.0,2618.0,1401.0,2991.0,,,,,,,,
57982.0,0.0,257321.0,23003.0,0.0,-205277.0,-357073.0,46928.0,434775.0,-11043.0,0.9663505608239863,4.288611856469059,0.3833769437176047,,-3.4294568722121057,-5.95111748137531,7.360210594030912,-0.18404693255112414,540.2456477545159,479.8868601922138,667.3909655539269,,820.2767177103772,568.5787048073992,632.4957971067428,1082.0080044726235,-2545.0,-2257.0,-3185.0,,-3224.0,-3508.0,-2441.0,-5435.0,2171.0,2283.0,3354.0,,3371.0,3964.0,3123.0,4406.0,0.7821202979950335,669.2949990930589,-6032.0,6125.0,,,,
-626021.0,141379.0,-528488.0,486074.0,0.0,-18320.0,272762.0,191906.0,47437.0,705994.0,-10.433509441509308,-8.807986533557774,8.101098315028082,,-0.30532824452925783,4.545957567373877,0.7983473299786263,11.766370560490659,830.0342227180146,773.1515505472051,919.3277023885228,,1430.2906172079538,812.1463195500551,1037.2246456266193,1317.5720324836293,-5249.0,-3920.0,-6318.0,,-13770.0,-6745.0,-7241.0,-7667.0,4972.0,5088.0,7187.0,,15016.0,9134.0,6694.0,6786.0,3.19838002699955,823.8250538360934,-8201.0,5378.0,9.948560973893462,2024.773857545857,-9075.0,8635.0
-124430.0,-59639.0,0.0,160001.0,-16130.0,2078567.0,-386894.0,786056.0,0.0,162161.0,-2.0737987700205,,2.666638889351844,-0.26882885285245245,34.64220596323395,-6.448125864568924,,2.702638289361844,375.72548514438586,,328.3451236659141,172.01178941139486,1538.1739732600558,516.3063332104264,,660.3200133075926,-1546.0,,-1342.0,-1397.0,-6458.0,-2027.0,,-3288.0,1704.0,,1894.0,1266.0,5463.0,2240.0,,3352.0,13.100714988083531,801.0924044950467,-3078.0,3401.0,-0.9939667672205463,456.8530542347282,-4086.0,3939.0
94077.0,0.0,0.0,3223311.0,-13444.0,-379526.0,70591.0,0.0,120422.0,201998.0,1.5679238679355345,,53.72095465075582,-0.22406293228446192,-6.32532791120148,1.1764970583823602,2.006999883335278,3.3665772237129383,277.97848278317866,,739.4607805572891,208.709144173494,528.0985706538628,337.49934846594283,415.45439964493596,614.4511506232475,-1834.0,,-3234.0,-3087.0,-1660.0,-1265.0,-3022.0,-4718.0,1685.0,,3409.0,2806.0,1821.0,1337.0,3159.0,4518.0,,,,,,,,
160368.0,62331.0,-45376.0,33523.0,-21643.0,-217007.0,-193150.0,1513875.0,151574.0,184446.0,2.6727554540757654,-0.7562540624322928,0.5587073548774187,-0.36071065482241965,-3.6167230546157563,-3.219113014783087,2.526191230146164,3.0740487658539024,371.3527058281507,305.92482639301176,327.475092117791,210.98359004668657,554.395181147589,446.5733614670942,310.39681804346515,782.835647736285,-1812.0,-1344.0,-1716.0,-1092.0,-2179.0,-2631.0,-1691.0,-4758.0,2104.0,1407.0,1622.0,1082.0,1751.0,2773.0,2331.0,4291.0,25.23082948617523,544.9261149460481,-2298.0,2128.0,1.038832686121898,468.84535583921206,-4042.0,3663.0
-152716.0,162923.0,220244.0,-206206.0,0.0,61915.0,-61828.0,-46681.0,-169090.0,-204373.0,-2.5452242462625625,3.6706721554640755,-3.4367093881768636,,1.0318994683421943,-1.0304494925084582,-2.877882733384393,-3.406159897335044,688.5000810158995,707.4104168548104,781.540110400653,,707.4142758542599,447.52040488616785,817.0377760260517,1189.993690948845,-4453.0,-4160.0,-3646.0,,-2765.0,-4032.0,-3947.0,-4834.0,3422.0,3556.0,3767.0,,2737.0,3870.0,4753.0,5321.0,-0.7780036999383344,433.3299645191349,-5337.0,5227.0,2.715338077698705,1814.1351409141419,-8931.0,8966.0
-156091.0,-8388.0,0.0,4278.0,-2195.0,378894.0,-232726.0,617929.0,-116701.0,-429722.0,-2.601473308778187,,0.0712988116864719,-0.03658272362127298,6.3147947534207765,-3.878702021632973,-1.9449842502624957,-7.1619139681005315,502.4267406038709,,355.1506256736636,145.86109869215312,2120.3049605585697,506.28948924492653,372.8147733882741,625.3314421436284,-2635.0,,-2607.0,-2052.0,-7606.0,-2318.0,-2477.0,-5887.0,3340.0,,2053.0,1791.0,8246.0,2000.0,2835.0,5377.0,10.298645022582956,886.0597212150341,-3619.0,3527.0,-0.1397976700388327,444.49164790385623,-8846.0,10067.0
716104.0,-44325.0,1944624.0,827236.0,33510.0,1467547.0,83962.0,26997.0,675211.0,652979.0,11.93486775220413,32.40985983566941,13.78703688271862,0.583848767314226,24.45870902151631,1.3993433442775953,11.25332911118148,10.882801953300778,969.5688081089035,895.6321942695647,815.055037965303,336.2314346957964,1687.2119495287268,54.990723510747365,875.1254359937734,1257.3181740372597,-5015.0,-3933.0,-4424.0,-4713.0,-6012.0,-255.0,-4297.0,-5547.0,4392.0,4002.0,3893.0,4845.0,6614.0,1636.0,4197.0,5863.0,0.44994250095831734,146.87824129202514,-2034.0,2499.0,-0.7387376877052049,1211.2625043073308,-25203.0,20684.0
