segment_id,time_to_eruption
1575699398,14962319.738970477
1030502977,9982751.091225376
830585035,23682731.67233684
1671252065,37621489.63954851
77595713,15390317.10721962
1438500383,27296382.299844306
1803649716,11646114.35200374
2085037926,22162952.7883243
471640086,14425491.805239687
1085510648,45966998.489894345
950555280,8466532.968802424
1971921824,19818531.836723585
139364004,31600309.31823773
920981063,31586619.0085865
177172682,33235697.9860581
1458603236,37106435.99098077
1928431667,14634433.33195072
1152212686,11642919.010282407
259349361,9746807.496486532
1321624749,4482988.813474043
1843142280,17201340.549495626
1602905225,9906709.068454912
1203373488,20240625.11007537
1055292020,28499312.45862435
744429124,1379187.8212299475
726943670,37649798.77759835
790154837,25772964.079388708
1824572000,33365521.494320847
2098049448,28130543.52902432
453279973,15951383.102779433
916486479,42417465.73631762
1397101285,14722630.387725823
955142815,31423058.702662747
841881642,13722274.902321793
1933620335,32147298.352320913
931169027,27460409.69243541
547276064,25211295.91348285
1350879005,33914977.84433064
1005985933,33009163.01935462
33458659,40622797.58433287
1623956255,10267188.334797468
1085882007,15583324.166628795
222060785,18203059.397585128
2078043176,9880997.642647138
2005994164,26369661.059803534
1274887758,31954958.83282494
51236360,20923767.711122897
612593600,28460059.344169017
1791813636,37070517.55971187
1051297459,25061691.444263782
909558361,25239224.51150193
1233647449,14074984.3715366
1335281249,24201243.607423853
1729926080,14309976.209592856
1728660440,9540688.230508903
1666964510,39116419.104188226
737911371,8223832.193013324
746463163,27442362.601272147
1042872766,18612502.982588083
1397632023,8933371.096987015
1723316358,19303404.18382691
1100276687,5453981.348710443
1183225535,7923980.331449073
1395855517,28200853.16365287
1926320424,12371684.491683789
1690103774,12381368.596195819
56766771,30849573.42804102
1682593981,11675176.678560099
209889369,30799997.69260167
1244408534,29808640.8440681
803565075,35675858.00196207
1309569449,12163502.482023098
1302863623,30937590.948041085
517805032,5017082.612019441
1044572708,26797769.563880604
1897950727,27227910.619783532
1214512952,13499612.037937561
1776713737,13965719.294740094
615301903,25492296.20009625
953184598,17024608.19060361
1344716673,5832266.669731677
1724289263,38063042.43902633
1960993069,7422035.1439884305
946870404,23187568.366229594
143086312,22739517.760755338
1574658840,30816348.40985812
448582481,44722834.644696586
1876949337,20377752.34433385
129209722,14072494.97884813
1388664511,26134275.712911185
608751541,38823877.02590217
1661524777,27217743.00459855
1465451180,42712671.33218783
1944222041,35686831.87127885
1356327004,34522573.19924615
1424878708,34867961.2029379
1489736180,21903230.79959764
115221470,21905270.81943086
2035757010,22981713.140168004
301977349,14004517.43451419
548045535,21566800.909851678
2102146521,31212176.129786655
1020904533,40843547.21883578
672023531,25022587.07916304
1068298311,15710990.83102351
1491892661,29393600.132191677
670969173,21491020.706950657
81077420,22440550.897498757
716158796,37284508.738642536
838534055,23804669.274232052
1134509383,21649936.42772841
1863453539,30118484.758234564
328997536,17599007.679715656
972612114,35934546.85416613
1865737747,10213643.707746128
629603561,39253369.35176612
39060284,28166659.5655383
1196386464,27728412.470417924
174665938,39519614.91871539
2133065499,15150499.530750921
630924783,25967535.398090262
660469822,11309852.143798666
1906047568,27372624.941305313
897392908,25219870.879859153
936606331,28258656.43059398
666560196,38197236.34811525
958742619,9450846.33045286
817419663,23891962.228655145
40458284,13241959.983471092
1833056456,24284190.24493047
1220297658,36203968.64509917
1590107406,29258942.788163662
169373282,37764870.01002743
40875137,35178573.03146734
1520337338,33880453.40774724
389376749,2647752.6879828484
1290851559,43346336.41663752
1053709012,12479775.945664916
431032607,14119150.867552383
1608936559,37601986.18328127
1866698002,15375249.658504846
690465699,31281894.060406547
2073110408,25453492.99096015
785495361,23345326.044296477
591724983,34620461.50338937
1323927568,10765927.789419692
1979433271,23129868.139614422
692818572,39085671.825616635
1480015090,15622858.048424272
995552581,27730891.623365033
457158232,40397306.03135757
925330007,34936880.62455247
771072361,9256540.906758318
1381499723,10574757.892256469
337181261,25708414.489858773
1193187793,9838935.85809068
102293055,31916464.931128755
782520545,7688101.39420269
833566638,42664396.837738514
1253194264,10662779.098891413
119542887,27149594.862202164
1661154530,37599740.32952998
2114282803,12376113.365508582
1815679485,24384632.940584432
1640268888,19402150.587475244
263278760,17036997.350419443
1435328513,26516127.902083933
2078428453,8640727.948709376
221368463,37584558.84541626
147999969,39283348.592442825
900589615,21939812.26076123
772100527,23781598.959721867
1665388352,28336737.84983509
69930205,29314370.324191395
1487875108,29295182.32762347
1157443909,20738588.262780935
492124435,39880594.33850504
1105331011,37822976.35508886
1767609008,26415897.882633492
1404653895,23277909.66957689
843609477,18579901.10101282
1486161499,33596034.946455084
2133358742,32934391.305038
484959821,6851345.281702011
803684433,39151686.35407987
2083322756,13746236.77914148
613752110,28823768.420282952
707012477,5056055.350371308
771136745,19530360.587086245
291612227,29534170.393978823
1775801651,26919513.78513226
339776778,21040371.838958506
1419737241,39457642.89896188
1121880142,26106987.3762867
1964644389,35177414.37740205
715420249,11038784.397486389
1380132238,26407335.605954673
1013765862,3125741.2929831636
894546161,29375215.72910082
1302388192,24206492.708740734
1571989859,41688305.43576384
487872948,22952631.505688723
894657888,10712066.242086966
462370928,11955168.502802163
1990182822,24985630.99991826
567053540,20029044.89727163
1381448451,14008986.947284432
162473826,33841501.64087831
1918985323,31640046.2050007
280193775,15867020.77725086
1889513659,16214182.06250829
1170773819,19578827.7311302
397475274,19941004.72092278
1917587480,18235707.834776018
262324454,26142519.43796119
1411320904,20299304.275744423
403693338,25410806.146654867
1732695189,7971937.6253686305
2071148695,28327081.781275984
332565096,30752477.56674903
2063146040,44030337.736832224
434814620,23537136.953032795
1177210685,27736252.420758873
1692142371,15268761.08088108
1246200476,13228369.747895062
966319983,3616363.6875761864
2129125521,31413125.45218867
1810181081,38892001.18539755
556229794,6412683.624671423
425874089,3624504.9289546176
496852320,23117058.553666405
1914551582,2687783.7108248905
1096077505,26389524.208428793
524129027,11717753.087778024
1992266152,10765510.62861489
1027492850,27763714.425337594
435625792,35232260.29567732
627257095,38061615.13511772
1440793807,44210380.91257663
635521882,40739464.337123595
1358830044,19682527.03574348
1796325099,21618647.097036257
1862271399,31468260.017178036
2050966683,8225814.64693727
1986575526,22971868.740847982
70586576,28839860.18801808
287724078,42114737.684014484
346695992,15603232.211469
645087638,10299288.755533177
1621723918,36325956.31945839
303389997,30148831.47963589
652057453,20169477.40403695
2109873524,27241629.11525624
1277779429,10251431.45863952
62649624,25301964.56401729
1589536656,13251533.88653841
881688715,32890012.597527497
1343502374,30957067.21400992
258827863,39990133.581717506
1372148138,29333282.47958107
190677969,27866769.442913856
78691384,29605600.036182452
291616846,25750234.958542597
365663806,26376126.1477315
1255059548,28843684.30363119
577760804,29462559.60618292
1052096870,19334744.27065974
34440633,26048861.691529002
1934424239,10488577.713653028
1909648876,30620217.37871487
1550073112,3237432.9280701047
458245368,37656296.03086221
1486005454,8279895.905695927
1700066296,13941690.618403334
1851390140,32062640.07937123
584681455,31349522.47604498
177550234,33862663.79085211
273038844,41182478.26019644
518535970,25910124.6217173
1812243383,22766907.407525517
713037828,25596488.689246878
249926312,31370999.845388703
64239667,29061955.52198388
1221362931,18165856.753724977
209903743,19411714.692721985
1442977400,12958161.756054064
595948357,36105757.153657466
2004954966,26758533.694440227
642130489,30953144.54213526
1890758946,24957873.27345882
516982827,23773324.66154048
1306242007,33018358.490936447
405968441,35020839.02936745
802516447,13686899.895790882
692031456,30887489.77691409
1976318031,29179763.0091804
1449650059,16723845.81450205
1304946705,28164723.444654793
686556182,7322485.026226562
1024202315,35218805.37116
74205498,22333359.568375632
872010061,24314910.068553284
954192065,39834257.86451432
1630776219,36486804.35779618
2119844876,9904148.976459756
543698613,8879901.489633404
1422990242,35866331.18405849
728516110,23654598.346211087
181652593,18946911.028223384
959540478,36199125.745856754
427417046,23771858.262328476
827256751,10577503.055396745
622931594,33091227.836437415
1170579868,6104054.853379714
994432064,38872420.128313564
86876337,34841661.89023765
1498186855,8620381.616541352
1567215159,35078196.809261695
1383643471,38611052.16639599
69340475,21742728.320894565
603615608,27906196.558029473
2123713653,21117896.132087428
577671293,32244898.421767276
671457789,14555299.542707367
2147116061,40536346.13977421
1894753062,2133616.638975699
366999300,29197059.11036178
316601415,26360565.842920706
689039573,45766782.35578117
1532618037,38793924.25845107
864108688,26019243.70296915
1178264982,37631791.19991688
2107604690,31437771.616010185
161634165,4800464.189060112
714616022,31761081.255832125
654343877,34727107.83502377
225068536,13433099.732779633
783881111,41290194.79136111
1144656675,35914853.85014616
624087859,31783559.29356434
1508148479,14610535.841245072
1788393935,28659710.04068546
12941029,26381460.85649528
1829317537,25778203.19000472
954107373,32498036.58992054
629392637,19425708.156421665
612314224,32836453.346711475
461189195,15389788.45679261
1649578950,30424766.070810366
274647606,33272566.223185934
879890546,4202192.977952138
315324581,32175814.810657006
244093072,13390561.850851346
963879097,36116945.207901515
63713889,23722312.403988477
1582641302,13855476.772966431
809229362,11033112.971441912
346693929,19396394.358336095
1379169508,28974547.54303249
1058988926,37164379.24037702
1031162177,25205357.177174374
679397320,32387022.750275623
1026893635,30736250.36199662
289234386,38980574.332859054
1886082746,26968141.823377397
1251949974,17104210.03264797
1525673866,37087840.44106433
1604997608,3675279.5139204166
812504494,18549254.6267693
1296158394,34726935.22653089
956090756,45946188.97970274
1413109088,32722347.41419902
1175203365,27156995.9199968
2104667466,22761348.456859358
1631468294,29843860.948839046
88044166,24985441.954810593
166025874,31445939.240940906
1018835959,27254613.232481178
840597788,20832184.35711121
833533222,30375217.949975844
1049490456,29122887.654867087
2012596362,13105019.129160412
1299437625,42762958.72791523
755399254,36399379.78583726
1167794399,22321620.00561286
1439521782,29848478.9248029
1895468753,35086345.67328781
19158067,23199029.65388081
1086962283,27139687.458588596
673841258,11681635.789193926
977019835,6831122.289674591
1856167517,7629664.955168807
1226855510,6696681.4005597755
1764135151,28143385.010224294
1703761748,14530932.775120297
461654171,31048331.059159063
376259147,32230201.288391557
398498296,21616880.787364397
1237489984,32128261.521827474
746610732,16311679.026695507
1564077863,25448209.57543792
1416188445,17049120.101843104
2030007913,15005458.469164468
922141654,15497083.011623843
1660602691,14295046.657017011
1697785095,37228994.249351315
530798243,14837531.80616841
1974334562,34344734.55393079
1169334826,14094840.363490975
505481041,20148468.953376964
941956643,8819889.964879028
1118238925,9620911.411931075
1508068557,27404592.614879195
1297979214,39338283.27110205
851449262,34296716.410279825
1151284420,28084843.43345635
1336389594,24097409.162578378
1227183385,48467919.595999755
1794463173,26127169.913417596
1304019786,23004703.28083083
1915120001,24425126.657630783
1655348994,5542561.062314467
606897760,14921265.584764067
1211230421,7816556.1986656785
477514992,12273620.46407753
556883737,43758622.99133407
1826374500,38833926.54309333
715655400,25347493.359675627
1283350450,39657325.46233002
254422575,18916551.34075012
831790523,15042706.554836804
343486461,22832403.733302735
717552117,25211830.169207115
582984940,34508541.89097262
55019273,7887545.467972625
2018075399,34137567.17529752
18648159,3232377.3995387154
2118235342,30079123.22802667
2023822472,29050145.22041682
728264963,9891291.705634207
1381951281,24149533.701929398
920228282,10624055.156816654
824171365,17207101.968657535
251824409,30548592.15419917
23324947,27049209.198311202
1588262518,28861643.954249967
273908871,36190361.005463004
1488818130,25377731.69409897
1239295802,6000057.159382442
412882013,14479660.046989165
1901160328,40103552.73124712
911096051,20077384.46716407
1351632859,30750184.506513268
515406513,40717313.85829561
867963258,18718710.286432877
335774185,27312589.785332683
896964180,31190110.92898253
1832426496,26993426.42263041
596148775,35101533.823903
107666202,34814709.96500093
1749512862,32205776.49419073
829203170,25913606.341843076
41792954,26351709.641324818
71197390,30547219.743700817
1611086980,7088736.341774923
1408309593,22241378.241375186
1294349518,9842617.11397678
1726812579,33973480.48296185
1537295793,26647476.63932635
1835564874,32962443.058602426
1170310305,24049965.099972796
230592569,18581733.670713853
1629483578,16484527.269293942
143054339,25595603.967787407
1122574109,18593300.009721093
215827094,16655103.513469754
1741955384,27764440.933158457
432852017,19849980.2915462
1648296438,25826747.19477977
1938936784,35357228.2735793
1315244095,35987656.24152777
1546335052,10600073.9091765
101110196,17651289.76690555
1982713983,11046240.880581848
451389400,32235314.74223374
47997762,35622531.839791805
1791845986,38611796.35568158
1335544887,15417235.292518137
1227712146,42539896.6236131
1057143322,27610942.322241735
1305851255,32483300.79048124
1547132498,33136169.136824585
1505394276,13703331.844118271
168971389,30236172.80969471
1664392747,8083539.221183794
811936110,3762720.5735440576
1106241100,21591034.033709664
1693143731,31794082.07167976
841977836,20362525.38932995
430788826,30420501.035797607
681511767,35244715.25682393
1944707401,19316384.603325315
1868044102,15086840.483599734
614316191,29090659.177528683
909893398,24714373.51668329
1385238075,8298465.070976201
1731714122,35978821.88764863
1853276328,30170060.525104027
1346237879,34296770.82166864
2096410643,30126912.38488457
1485059126,37540051.17375284
907551613,27986959.7597696
1968713287,20321269.100509387
1422080351,24897814.423656244
1770019322,29411178.41447979
192793377,22405948.185037546
301231063,23276351.177736048
692055083,30878625.15257794
1436142023,18449384.186814282
1586020132,31762163.643455535
1336932904,11043079.762888152
1817257889,21950156.779785566
274826391,16150299.304152964
1321858818,16799761.894727323
1751148179,38041231.907117315
109822679,8465258.607853383
1510993504,23342690.141818184
980673729,17125209.06528549
685792884,35094542.34795906
1364983245,25740910.888540745
1366978345,12740243.477059627
1536013291,24548733.488506347
1548384292,44926282.527624324
620552705,26704333.820698705
1415947776,17224419.809654623
745584428,36344309.72297984
1466336547,13136682.800370265
43266024,7975582.668687576
1049179883,27256385.06209805
176610965,24925449.43511209
1247221245,13324677.272087168
83637460,36330488.05829475
107456883,12619389.016902423
1151324021,21979707.986040328
236967152,26424029.503751844
1378437661,29988040.362198256
497759905,3184497.8847298017
1377072367,8280714.569790137
947537520,41666217.76289111
1202918770,29359626.27188048
658418373,35122131.419182576
545287552,22984086.94412446
1152668140,30799035.34813353
2018282296,25955169.421980284
1316186762,25408130.10037088
1599199896,25958693.398727257
106558646,5786647.664072958
911674118,8360790.141960573
1360300646,18962768.008723643
439649548,31661082.01942524
1700782638,31794100.9944451
1695338074,26693972.560373306
280345016,25530977.485503558
1867686081,8120001.71237455
101767110,30137527.2082752
1952582653,30581033.2273166
1028936480,6752437.082892368
1994642240,22386645.555466026
1736527312,40821769.76090952
1989256535,6059169.8421732625
1151780520,45167213.251610346
540496741,30064236.70265706
2051308303,35759738.01603006
852999346,8897423.307958744
1723087216,26962196.678613376
1740823378,41758431.808059394
524275101,13386860.479170844
1210515418,40822605.53099
185567792,28211849.767714936
500619261,14904439.717774045
795714457,19583763.32073628
1461864942,29879031.020025752
2315391,33574653.17676455
1906382584,36046596.63092066
1328802193,10612899.159332553
1074855139,27150637.07117704
1281716818,5835841.665039864
1231863231,8820037.924090607
1769298661,17774432.095685255
1343063973,13100407.820538368
954980699,24127179.723233044
1156025460,17694580.020849146
97827749,25118384.632957168
1341207041,11098596.405489618
503477526,29258240.95851241
1266205757,22831117.85022911
474717176,16276741.539100118
832114783,21704871.01509554
898737455,11089110.53224616
559665878,27504160.019060332
1652980170,36449740.75615339
234531101,34574165.39922588
1947956760,28481257.40050922
1184367501,26171478.253073126
536690992,37709893.64077039
894222453,32732830.82807506
1844739598,23382191.87026093
18251110,22136908.41488039
101092507,17558030.41052638
738981862,28648141.17986757
1529987878,11038260.656794138
955629874,26129632.885283355
501669783,32532190.085455783
1469204842,24985183.146979388
769421932,24555508.271612916
1545376775,2700254.8831719817
1617513368,35188453.58265493
1886807659,34344001.66285834
290340906,31130948.740995504
1169693633,36696142.60413875
2048730277,13045746.117778217
1854887250,25197030.324638333
1657929016,18251535.647388473
789035510,31243398.17762712
329743676,35534556.96279678
2068848666,34843609.146623455
1737668345,27149734.84501914
853135326,29670209.427759375
1085084497,38723059.51175736
2103592881,29623036.331547514
903980536,35740838.100877546
2036305444,24475517.976626657
849013877,47937492.87582074
1867486262,40961527.418796405
493998349,36498571.654331855
1274360676,6161414.087632244
162470245,18110809.840209533
1577081676,25607642.340056367
574210504,38004828.91104528
1249055479,11513267.888993436
932704587,35412320.00222876
410286444,39657821.393508114
1987249545,34159681.764366694
1717484811,14873785.949235246
1681527450,26514275.62687425
299836298,23399266.135291398
712621244,22165455.38675668
1091631666,29110019.943029575
375866434,37393255.03183637
53852878,8022296.310502005
776350546,30169693.51492687
1129027163,31151043.247625005
510037710,31758244.822470818
501063862,1094125.4215621988
552560301,11155020.803560646
1837119233,30937373.453567453
2069559649,15938243.515265135
1538838475,18885090.61930195
1112589641,22389060.652872723
1841507406,15093081.988665529
1016115878,38773515.08443006
597680020,32457852.709581837
1449001100,34098273.12642483
307285815,7304415.106606479
1158664242,26707613.102115743
835761629,28531182.410782482
2065521590,13589090.882209325
1660799803,40828561.11563832
1756765333,9682278.033430895
1619221407,16739160.538304806
1628229717,17626309.175453957
622762972,24065888.153617818
1292953870,31732978.857129063
562203442,28831239.263098
1257421212,31634869.118535526
